date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant,neg_sent_score,neu_sent_score,pos_sent_score,compound_sent_score,sent_class
2021-11-17,19:17:12,"someone please turn off his mic. @RepMattGaetz is really hard to watch. no sense. Roadrunner references? 

This is the #GOP 🤪

The WB should sue for defamation of the coyotes character.  

Makes just about as much sense.",1461050808233910272,['GOP'],3499223959,zeldabywater,"Los Angeles, CA",78,False,,,0.0,0.095,0.85,0.056,-0.1513,negative
2021-11-17,17:56:40,@nyy_cate @lyntonmanuel We have a pack of 3 coyotes that live behind our building. Hear and see them every night.,1461030543336742921,[],1021762106356453379,LAMaiden24,Los Angeles ,594,True,,,1.0,0.0,1.0,0.0,0.0,neutral
2021-11-17,17:52:59,"I’d like to suggest an app that explains why my dog is glued to me each day, or hopped into my bed last night. It could include earthquake updates, storm info, and reports of fireworks or coyotes.",1461029614013214721,[],14594095,arielsara,"Los Angeles, CA",442,True,,,1.0,0.0,0.935,0.065,0.3612,positive
2021-11-17,17:18:01,@PHNX_Coyotes Dope AF,1461020814875103233,[],382978525,thetonyjames,"Anaheim, CA",417,True,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-17,16:56:23,@lyntonmanuel @nyy_cate Cute! All we have are coyotes.,1461015372589518849,[],1021762106356453379,LAMaiden24,Los Angeles ,594,True,,,0.0,0.0,0.68,0.32,0.5093,positive
2021-11-17,12:31:40,Holy shit I just casually walked out and I saw a a really big dog running with something in its mouth… keep walking to the whip and I look forward and literally on the other side of the car there’s a pack of a fucking coyotes eating some shit …. 😭😭😭😭,1460948755088216064,[],963637345,Vq_Daniel37,"Fontana, CA",262,True,,,1.0,0.257,0.721,0.022,-0.9578,negative
2021-11-17,10:08:27,Never mess with a Momma Bear! Coyotes and wild Boars were trying to warn you I think. https://t.co/RygBhpmZSD,1460912711571808261,[],1335613030852386817,DaleRose111,Ontario ,189,False,,,0.0,0.071,0.808,0.121,0.2505,positive
2021-11-17,08:31:54,"Be prepared! THE COYOTES are coming. Dec. 2, 2021 on @netflix.  @LoukMOfficiel, #KassimMeesters, #SarahBer #coyotesnetflix #thecoyotes #tvseries #ComingSoon #Belgian https://t.co/PxfYxBWPh4",1460888413226209283,"['KassimMeesters', 'SarahBer', 'coyotesnetflix', 'thecoyotes', 'tvseries', 'ComingSoon', 'Belgian']",1713714938,HenrickVLA,"Los Angeles, CA",1229,True,,,0.0,0.0,0.897,0.103,0.2942,positive
2021-11-17,05:05:23,"@holachel oh coyotes are no big thing, you just have to carry a stick in case you need to give them a thump, but mostly they're looking for trash

but when family from the east coast visits if the neighbor's dog howls they think it's a coyote pack",1460836441143926787,[],14761448,aeirlys,"Pomona, CA",262,False,,,1.0,0.033,0.967,0.0,-0.1531,negative
2021-11-17,03:00:54,@Jon76814473 @ParlayJames It’s +220 coyotes so even if you hedge you won’t really lose least it’s tied going into 3!!,1460805114227138566,[],1278258781726445568,ashebabes,"Los Angeles, CA",6638,True,,,0.0,0.158,0.842,0.0,-0.554,negative
